header_frame_id,header_seq,header_stamp_nsecs,header_stamp_secs,point_x,point_y,point_z
Camera,707,0,0,-0.0446588928834,0.0783804379218,0.589618185988
Camera,708,0,0,-0.0445126858083,0.0783914658279,0.589242150535
Camera,709,0,0,-0.0445148460316,0.0783867443431,0.58923815321
Camera,710,0,0,-0.0445777550612,0.0784232390481,0.589390316268
Camera,711,0,0,-0.0446270745479,0.0784368467243,0.589642166778
Camera,712,0,0,-0.0447154653718,0.0784635337792,0.589698177958
Camera,713,0,0,-0.0447115603678,0.0784398777909,0.589780827915
Camera,714,0,0,-0.0451522008016,0.0785634886605,0.590834341741
Camera,715,0,0,-0.0450825034735,0.0784773859087,0.590438332494
Camera,716,0,0,-0.0451116084343,0.0785560697695,0.590494834872
Camera,717,0,0,-0.0453244583277,0.0785664178961,0.59146999313
Camera,718,0,0,-0.0450878225985,0.0785460400958,0.590467914858
Camera,719,0,0,-0.0451265604267,0.0785914389196,0.59060807802
Camera,720,0,0,-0.0450536340689,0.0784915686075,0.590484552972
Camera,721,0,0,-0.0450641647064,0.0785658412323,0.59043399627
Camera,722,0,0,-0.045012435454,0.0785179534059,0.590153897431
Camera,723,0,0,-0.0450672378329,0.0785762504484,0.590563985485
Camera,724,0,0,-0.0451842479624,0.0787115480321,0.590914809429
Camera,725,0,0,-0.045182368999,0.0785020171721,0.590758402246
Camera,726,0,0,-0.0451236975272,0.0786080661516,0.590824615822
Camera,727,0,0,-0.0450353694405,0.078486419873,0.590503949375
Camera,728,0,0,-0.0451515336597,0.078579035409,0.590780753888
Camera,729,0,0,-0.0451103054303,0.0785535171932,0.590602486669
Camera,730,0,0,-0.0451296614387,0.0785737279166,0.590549300811
Camera,731,0,0,-0.0451221282592,0.0784890290553,0.59019865886
Camera,732,0,0,-0.0449988822161,0.0785402350834,0.590351287346
Camera,733,0,0,-0.0450827964502,0.0786540877913,0.590547022575
Camera,734,0,0,-0.0451211421137,0.0786971416941,0.590669547742
